origin_geoid,visit_pct
050510111004,0.73224043715847
050510112001,0.9
050510113003,1.0
050634904002,1.0
050674804003,0.4736842105263157
050839503001,1.0
050850201012,1.0
050850201021,1.0
050850201032,1.0
050910207022,1.0
050910208011,0.2
050910209005,0.762114537444934
050910210002,1.0
050990902002,1.0
051190002001,0.0735294117647058
051190005003,1.0
051190020021,1.0
051190022082,1.05
051190024071,0.0355871886120996
051190025001,2.0
051190029002,0.2545454545454545
051190032081,0.75
051190034031,0.2906976744186046
051190035003,1.0
051190036041,0.7692307692307692
051190037042,0.85
051190037131,1.0
051190039001,0.1515151515151515
051190040071,1.0
051190041071,1.0
051190042021,1.0
051190042161,1.0
051190042182,1.0
051190043024,1.0
051190043061,0.21875
051190045003,1.0
051190046002,0.5800000000000001
051190047002,1.0
051190047005,0.9703703703703704
051190049006,0.2647058823529412
051239601003,0.6111111111111112
051239603001,0.3076923076923077
051250104081,0.3506493506493506
051250105031,1.5882352941176472
051250105072,1.0
051250105112,0.1875
051310006004,0.5729166666666666
051330803001,1.0
051330804001,0.4782608695652174
051414603021,0.6666666666666666
051414603023,1.0
051430103012,0.3333333333333333
051430105061,1.0
051430107023,0.6868131868131868
051450706004,0.1111111111111111
051450709004,0.2071428571428571
060014030001,0.9881154499151104
060014035022,0.7580645161290323
060014041012,1.0
060014044003,1.0
060014045011,1.0
060014086003,0.3414634146341463
060014090003,1.0
060014093003,1.0
060014103002,1.0
060014216002,1.0
060014220002,1.6666666666666663
060014228001,1.0
060014283014,0.1428571428571428
060014325023,0.6086956521739131
060014336001,1.0
060014358002,1.0
060014366013,0.6111111111111112
060014369001,1.0
060014371023,0.4090909090909091
060014403351,0.2
060014403362,1.0
060014411001,1.0
060014414014,1.0
060014419252,0.7142857142857143
060014431023,1.0
060014431043,1.0
060014433221,1.0
060014516011,0.1333333333333333
060019820001,0.2708333333333333
060090003005,1.0
060133132033,0.1696969696969697
060133220004,1.0
060133350003,0.912037037037037
060133400012,0.8
060133451081,1.0
060133660012,0.25
060133690022,1.0
060170305053,1.0
060170309011,0.7
060170316003,0.1560693641618497
060190006002,0.8461538461538461
060190026012,1.0
060190027021,1.0
060190030041,0.2772925764192139
060190042072,0.6129032258064516
060190044052,0.8823529411764706
060190055163,1.0
060190064033,1.0
060190072022,1.0
060190073002,0.1947308132875143
060230105014,1.0
060230115002,1.0
060250103001,0.6363636363636364
060250112011,0.6235294117647059
060250119001,1.0
060250123022,1.0
060270008001,1.5
060290031132,1.0
060290033061,0.7307692307692308
060290039001,0.3255813953488372
060290048001,1.0
060290055062,1.0
060290056001,1.0
060310004032,1.391304347826087
060310006022,1.0
060310007014,0.4594594594594595
060310010011,0.4285714285714285
060371066452,1.0
060371132112,0.7788461538461539
060371134011,1.0
060371152021,0.238095238095238
060371172022,0.4285714285714286
060371245001,0.3609271523178808
060371277121,1.0
060371349051,1.0
060371371032,0.2678571428571428
060371392003,1.0
060371394022,1.0
060371412013,1.0
060371414001,0.5555555555555556
060371437001,0.050314465408805
060371834011,1.0
060371912012,1.0
060371912041,1.0
060371913012,0.26
060371943003,1.0
060371955001,0.1623762376237623
060371957101,1.0
060371973003,0.3333333333333333
060372036001,1.0
060372062002,0.3455377574370709
060372074001,0.7701149425287356
060372075021,1.0
060372077101,0.6923076923076923
060372079001,1.0
060372080001,0.0909090909090909
060372089042,1.0
060372141003,0.7142857142857143
060372193003,0.3888888888888889
060372282102,0.3414634146341463
060372283203,0.6397058823529411
060372395013,1.0
060372397012,1.0
060372397022,1.0
060372412021,1.0
060372612001,1.0
060372626044,1.0
060372691003,1.0
060372723021,0.1794871794871795
060372756021,0.9972527472527472
060372760002,1.0
060372761003,1.2857142857142856
060372764005,1.0
060372772002,0.9770408163265306
060373004005,1.8888888888888888
060373010002,1.0
060373107022,1.0
060374012011,1.150943396226415
060374027032,0.5625
060374033122,1.0
060374047022,1.0
060374082022,0.0930232558139534
060374086311,1.0
060374300032,0.0470588235294117
060374301014,0.7894736842105263
060374333042,1.0
060374613002,0.75
060374619012,0.1621621621621621
060374635002,0.024390243902439
060374636011,1.0
060374809031,0.6158038147138964
060375020042,1.0
060375028022,0.7058823529411764
060375029012,0.3636363636363636
060375323022,0.6987951807228916
060375328002,0.2727272727272727
060375356052,1.0
060375431005,0.2449494949494949
060375522001,1.0
060375524002,1.0
060375545121,0.6666666666666666
060375712006,1.0
060375733001,1.0
060375740003,0.5913978494623656
060375743002,1.0
060375751031,0.7237762237762237
060375758021,1.0
060375760011,0.6459627329192547
060375762002,0.6951219512195121
060375776022,0.5757575757575758
060375776035,1.0
060376005012,0.6
060376013032,0.2352941176470588
060376017002,1.0
060376023024,1.0072992700729926
060376027001,0.5454545454545454
060376200011,0.5238095238095238
060376200021,0.285377358490566
060376204004,0.1029411764705882
060376207025,1.0
060376212041,0.6685393258426966
060376507012,0.5895522388059702
060376510011,1.0
060376512222,1.0
060376513022,0.3777777777777777
060376513041,0.1764705882352941
060377009021,1.0
060377010002,1.0
060377015013,0.5952380952380952
060377019021,0.3793103448275862
060377019023,1.0
060377020022,1.0
060377023002,1.0
060378005041,0.631578947368421
060379010092,0.9537037037037036
060379107052,1.0
060379200231,1.4545454545454546
060379201081,1.0
060379201182,0.6111111111111112
060379203142,0.25
060379203281,0.625
060379800281,0.5688622754491018
060379800331,0.3125
060390001092,0.3214285714285714
060390005024,0.1886792452830188
060411011001,1.0
060411102003,1.0
060411262002,1.0
060430003012,1.0
060470021003,0.606060606060606
060510002006,0.358974358974359
060530106031,0.8275862068965517
060530106061,1.0
060530116022,1.1834710743801653
060530127002,1.0
060530132002,1.0
060530142022,0.1401574803149606
060552020003,0.8863636363636364
060552020004,1.0
060590014014,1.5
060590116021,1.0
060590117082,1.0
060590117093,0.7857142857142857
060590117222,1.0
060590218153,0.6463414634146342
060590218163,1.0
060590218213,0.521978021978022
060590218281,0.8723404255319149
060590219133,0.6875
060590219202,0.8823529411764706
060590320023,1.0
060590320133,1.0
060590320231,0.2162162162162162
060590320232,1.0
060590320494,0.8421052631578947
060590421032,1.0
060590422012,1.0
060590422031,1.0
060590423173,0.7520215633423181
060590423252,0.56
060590525283,1.0
060590626102,0.7567567567567568
060590626201,0.2666666666666666
060590626432,0.6666666666666666
060590628003,1.0
060590630091,0.728395061728395
060590632011,0.1119402985074626
060590634005,0.2317880794701987
060590635001,0.9292035398230089
060590635002,1.0
060590635005,0.6521739130434783
060590740031,0.5736677115987461
060590741023,1.0
060590755151,0.553873552983081
060590755154,1.0
060590756061,1.0
060590863011,0.1111111111111111
060590863032,0.5
060590875031,0.12
060590875033,0.9095697980684812
060590875034,0.7142857142857142
060590875041,0.3796680497925311
060590875051,1.0
060590878023,1.0
060590992372,1.0
060590992401,1.0
060590994082,0.6326530612244898
060590994154,1.0
060590994163,1.0
060590995041,1.0
060590995082,0.5714285714285714
060590995132,0.7837837837837838
060590998033,1.0
060591100153,1.0
060591106043,1.0
060599800001,0.2857142857142857
060610210432,0.4444444444444444
060610220111,1.0
060610224002,0.8504273504273504
060610228001,0.3125
060610231003,1.0
060650303004,0.2359357060849598
060650312004,1.0
060650317042,1.0
060650406092,1.0
060650406151,0.1686746987951807
060650414082,1.0
060650425071,1.0
060650426191,0.425531914893617
060650427081,1.0
060650427232,1.0
060650427331,0.4375
060650432271,1.0
060650432292,1.0
060650432501,1.0
060650432521,1.0
060650432622,1.0
060650441032,0.7441860465116279
060650445151,0.5714285714285714
060650445181,0.5
060650445221,0.810126582278481
060650446022,1.0
060650449301,1.0
060650452171,1.0
060650452281,1.0
060650462002,1.0
060650479002,0.7719298245614035
060650489011,0.3846153846153846
060650497003,0.5416666666666666
060650503002,1.0
060650511002,1.0
060659405001,0.1428571428571428
060659407001,1.6153846153846154
060659412003,1.0
060659414001,1.0
060670003003,1.0
060670011011,0.974025974025974
060670023004,1.0242424242424242
060670034003,0.8641304347826086
060670052051,1.0
060670054022,0.7135036496350364
060670056061,1.0
060670064004,0.1411764705882353
060670071011,0.4224598930481283
060670074132,0.6666666666666666
060670074162,1.0
060670074222,1.0
060670074332,1.0
060670085081,0.3235294117647059
060670089082,0.3125
060670089122,0.4
060670090101,1.0
060670096012,0.6796116504854368
060670096222,1.0
060710001081,1.0
060710006032,1.0
060710016002,0.5384615384615385
060710019062,0.3261802575107296
060710020341,0.5
060710021091,0.3636363636363636
060710021101,1.0
060710022041,0.8888888888888888
060710026011,0.6382978723404256
060710033013,0.2916666666666667
060710071064,0.2796610169491525
060710071092,1.0
060710074093,1.0
060710084032,0.2051282051282051
060710084033,1.0
060710098004,0.7142857142857143
060710100045,1.0
060710104212,1.0
060710118002,0.3684210526315789
060710120013,0.99009900990099
060710127001,0.1380697050938337
060730003005,0.2941176470588235
060730029021,0.6666666666666666
060730039012,2.0
060730054001,0.4666666666666667
060730054002,0.9130434782608696
060730054004,0.7719298245614035
060730056001,0.5681818181818181
060730056002,0.5238095238095237
060730057002,1.0
060730062001,1.181818181818182
060730070022,1.0
060730074002,1.0
060730077022,1.0
060730083242,0.517948717948718
060730083391,1.037125748502994
060730085103,0.6168478260869565
060730087012,1.0
060730088002,1.0
060730091034,0.875
060730093051,1.0
060730095051,1.0
060730095073,1.0
060730101104,1.0
060730163012,0.7333333333333333
060730166071,0.7071713147410358
060730168071,0.9058823529411766
060730170313,0.2209469153515064
060730170562,1.0
060730171062,0.1578947368421052
060730172002,1.0
060730173061,0.0923076923076923
060730175011,0.7555555555555555
060730175013,0.1162790697674418
060730177021,1.0
060730182004,1.0
060730184001,1.0
060730185071,1.0234741784037558
060730185073,1.153846153846154
060730185152,0.4599303135888501
060730191012,1.3125
060730191013,1.0
060730191061,0.5
060730197011,1.0
060730199021,1.0
060730200141,1.0
060730201031,1.0
060730201033,1.7272727272727273
060730203061,0.265625
060730203083,1.0
060730207061,1.0
060730211002,0.144578313253012
060730214002,1.0
060750101002,1.0
060750122021,1.0
060750125012,0.8597842835130971
060750127001,0.7777777777777778
060750158022,1.0
060750168022,1.0
060750177001,1.0
060750177002,1.0
060750261004,1.0
060750314005,1.0
060750477011,1.0
060750607001,1.0
060770012003,1.0
060770022012,1.0
060770031144,1.0
060770032032,0.079136690647482
060770032081,1.0
060770032082,1.0
060770038033,1.0
060770041062,1.3333333333333333
060770051272,0.032051282051282
060770051291,0.5365079365079365
060790100161,1.0
060790109022,1.0
060790118001,0.1694402420574886
060816023001,0.4583333333333333
060816041021,0.8130841121495327
060816044002,0.978116079923882
060816051002,0.7397260273972602
060816054005,1.0
060816070001,1.0
060816077022,1.0
060816089001,1.0
060816097001,1.0
060816111001,1.0
060816113002,1.0
060816134002,1.0
060830007001,0.6190476190476191
060830008041,1.3870967741935485
060830020062,0.0372670807453416
060830027063,1.0
060830029091,0.5427350427350428
060830030053,0.2424242424242424
060855017001,1.0
060855023011,1.0
060855023022,0.2777777777777778
060855027023,0.08
060855034013,0.3571428571428571
060855036012,1.0
060855043083,1.0
060855043233,1.0
060855050011,1.0
060855050061,1.0
060855050091,0.3703703703703703
060855051001,1.0
060855052023,1.0
060855053014,1.0
060855060003,0.3984375
060855078062,0.927536231884058
060855083031,1.0
060855105003,1.0
060855109003,0.6153846153846154
060855117013,1.0
060855117042,1.0
060855119093,1.0
060855120171,1.0
060855120302,1.0
060855120331,0.792336217552534
060855120422,1.0
060855125032,1.0
060871001002,1.0
060871002006,0.4
060871008006,1.0
060871221002,1.0
060890113001,0.3555555555555555
060930007022,1.0
060930007031,0.4683954619124797
060952513001,0.5416666666666667
060952519013,0.1408450704225352
060952521051,1.0
060952529112,1.0
060971512014,0.1904761904761904
060990009061,0.6666666666666666
060990009062,0.3333333333333333
060990016011,1.0
060990036061,0.2291666666666666
060990037002,0.5517241379310345
060990039093,1.0
061070017041,0.409090909090909
061070024004,0.4210526315789473
061110003043,1.0
061110012061,0.8031496062992126
061110015063,1.0
061110029012,1.0
061110031001,0.8241206030150754
061110075062,1.0
061110076072,1.0
061110076132,1.0
061130102011,1.0
061130102034,0.4
061130103123,1.0
061130105053,0.75
061130111011,1.0
061150409012,0.3571428571428571
080010083091,0.0586080586080586
080010083532,0.2452830188679245
080010084012,1.0
080010084021,1.1904761904761905
080010085054,1.0
080010085391,0.3043478260869565
080010085401,0.3066666666666666
080010085411,1.0
080010085503,1.0
080010086031,0.3641304347826087
080010087093,0.8620689655172413
080010091011,1.0
080010094092,1.222222222222222
080010094101,1.0
080010095532,0.5
080010150002,1.0
080019887001,1.0
080050056241,1.0
080050056342,1.0
080050062004,0.5652173913043478
080050067083,0.5135135135135136
080050067122,0.4714285714285714
080050068563,1.0
080050068571,0.75
080050068581,0.1640513552068473
080050071061,1.0
080050071062,1.0
080050814003,1.0
080050815001,1.0
080050830001,1.56
080050834001,1.0
080050834002,1.0
080050835004,1.0
080050839002,1.0
080050843002,1.0
080050846003,1.6666666666666663
080050851002,0.3636363636363636
080050855001,2.0
080050860001,1.0
080050861001,1.5
080050864002,1.0
080050871001,0.7534246575342465
080050872001,0.4444444444444444
080099646002,0.40625
080130121012,1.0
080130121024,1.0
080130121025,1.0
080130122024,1.0
080130122032,1.0
080130122043,0.0275862068965517
080130124011,1.0
080130125101,0.9523809523809524
080130126073,0.4444444444444444
080130127052,0.4428571428571428
080130127081,0.6561969439728353
080130128002,1.0
080130128005,0.1489361702127659
080130129051,1.0
080130130051,1.0
080130130061,0.7189362677670793
080130132051,0.0383141762452107
080130132111,0.0986842105263157
080130133053,0.0439560439560439
080130134021,1.0
080130135061,1.3478260869565215
080140310002,0.4347826086956521
080299649002,0.5098039215686274
080310003022,0.9347442680776014
080310008001,0.4583333333333333
080310009041,1.0
080310016003,1.0
080310017011,1.0
080310017015,0.5082417582417582
080310017021,1.0484848484848484
080310017022,0.8930523028883685
080310027011,0.4583333333333333
080310028022,1.0
080310029012,1.0
080310030014,0.7857142857142858
080310030041,0.7894736842105263
080310032011,1.0
080310032013,1.0
080310034012,1.0
080310036031,0.8974358974358975
080310037012,0.7041420118343196
080310037021,0.2258064516129032
080310038004,0.3870967741935484
080310040051,1.0
080310041022,0.455026455026455
080310041061,0.2414772727272727
080310043013,0.5909090909090909
080310043021,0.2954545454545454
080310043042,0.4444444444444444
080310043064,0.3181818181818182
080310043065,1.0
080310044052,1.0
080310083882,0.5333333333333333
080310083901,1.004024144869215
080310119032,0.8727042431918937
080310120102,1.0
080310154001,1.0
080319800001,0.9533333333333334
080319801001,0.2666666666666666
080350139011,1.0
080350139071,0.4074074074074074
080350139084,0.0963855421686747
080350139112,1.0
080350140013,1.0
080350140111,1.0
080350141132,0.3076923076923077
080350141272,1.0
080350141292,0.2666666666666666
080350141302,0.0806451612903225
080350141303,0.5142857142857142
080350141332,1.0
080350141342,0.6785714285714286
080350141362,1.0
080350142041,0.5714285714285714
080350144033,1.0
080350144064,0.7777777777777778
080350145031,1.0
080350145052,1.0
080370004022,0.2549800796812749
080370004033,0.884272997032641
080370007011,0.5057471264367817
080410001014,1.0
080410003012,1.0
080410006001,0.5
080410013022,1.0
080410021011,1.0
080410030001,0.1688311688311688
080410031004,1.0
080410037013,0.026595744680851
080410037051,0.1538461538461538
080410037082,1.0
080410037091,1.0
080410038011,1.0
080410038022,0.3043478260869565
080410043001,0.7333333333333333
080410045082,0.25
080410046031,0.5238095238095238
080410047052,0.2777777777777778
080410051041,0.3666666666666666
080410051052,0.7310126582278481
080410051082,0.5
080410051103,1.0
080410051111,1.0
080410063021,2.0
080410067001,0.5833333333333334
080410071011,0.7523696682464456
080410074001,1.0038167938931295
080410074003,0.0674157303370786
080410075001,0.7894736842105263
080410077002,1.0
080410079002,1.0
080410080001,1.0
080410080002,1.0
080439782001,1.0
080439786004,1.0
080459516002,0.6125
080459516003,1.2272727272727273
080459517022,1.0
080459519011,0.5
080470138002,0.6638655462184874
080519637002,1.0
080590098231,0.25
080590098461,0.5135135135135136
080590098502,1.0
080590100003,0.9799196787148594
080590104024,1.0
080590104033,0.5522388059701493
080590104061,1.0
080590109022,0.8
080590112022,1.0
080590112024,1.0
080590113003,1.0
080590114011,0.3287671232876712
080590115501,0.4583333333333333
080590115502,0.2037037037037037
080590117011,1.0
080590117211,0.2553191489361702
080590117232,0.5
080590117292,1.0
080590117331,1.0
080590120241,0.8064516129032258
080590120243,0.6101694915254238
080590120262,0.2352941176470588
080590120323,0.6933852140077821
080590120362,0.8522727272727273
080590120372,1.0
080590120571,0.5454545454545454
080590158002,0.4242424242424242
080679706001,1.0
080679709001,0.5845070422535211
080679711001,1.0
080690002021,0.5357142857142857
080690004022,1.0
080690005042,0.18
080690005052,1.0
080690006003,1.0
080690009012,1.0
080690010092,0.5669291338582677
080690011122,1.0
080690017043,1.0
080690017073,0.9111111111111112
080690017093,0.6581196581196581
080690018043,1.0
080690018083,0.375
080690018093,0.1818181818181818
080690019031,1.0
080690019032,0.3846153846153846
080690020052,0.6923076923076923
080690020073,0.8307692307692308
080690020082,1.0
080690028012,1.143835616438356
080690028013,0.1734417344173442
